fine_value,U_N_0,U_N_1,U_N_2,U_N_3,U_N_4,U_N_5,U_P_0,U_P_1,U_P_2,U_P_3,U_P_4,U_P_5,V_N_0,V_N_1,V_N_2,V_N_3,V_N_4,V_N_5,V_P_0,V_P_1,V_P_2,V_P_3,V_P_4,V_P_5,,DAC nmos0 U offset form ideal,,,DAC nmos5 U offset form ideal
33,9.54931647545415E-12,7.62087126525012E-11,6.11160931527553E-10,4.91841378887607E-09,3.90922513127002E-08,2.97118080032426E-07,8.86756382316873E-12,7.10650931670688E-11,5.72360385614351E-10,4.63118223072213E-09,3.69824885993715E-08,2.83954538737179E-07,0.192296259461868,0.270827815295381,0.351031063886345,0.435291337565001,0.527378790018204,0.630396744355741,1.5360120427774,1.46009088795071,1.38224131489441,1.29972161089677,1.20877421141295,1.10450303271451,,0.19%,,,-1.73%
32,9.22712605511475E-12,7.36682489760911E-11,5.90574404769244E-10,4.74821909894133E-09,3.76841336948402E-08,2.86428452876296E-07,8.56727119081065E-12,6.86892495009379E-11,5.53014611601668E-10,4.47050753366474E-09,3.56475795714195E-08,2.7363681544534E-07,0.191005444197178,0.269538517123142,0.349689786506019,0.433812935464799,0.525651211364081,0.62835375840006,1.53725707512186,1.46134070462927,1.38355013879748,1.30117702504326,1.21048526539472,1.10664798237853,,-0.26%,,,-2.43%
31,9.26093416127347E-12,7.38998104978973E-11,5.95675670623504E-10,4.848335558954E-09,3.90271236513314E-08,2.91005461843933E-07,8.59852728912215E-12,6.8914768279036E-11,5.57939599711182E-10,4.56501356383804E-09,3.69208768106825E-08,2.78068147792472E-07,0.19114120448194,0.269661040574371,0.350035222754799,0.434688601729707,0.527300185405258,0.629236482545632,1.53712892889373,1.46121938923908,1.38321275825427,1.3003150809922,1.20885190469497,1.1057175959881,,3.13%,,,2.24%
30,8.9455451666934E-12,7.13637865370835E-11,5.75187662081798E-10,4.67813417075198E-09,3.76190026586086E-08,2.80315510292732E-07,8.3017728481666E-12,6.65389644159878E-11,5.38595144781781E-10,4.40433846619173E-09,3.55859927055501E-08,2.67728299433631E-07,0.189839821720454,0.268329207166724,0.348655645607418,0.43318939554517,0.525569845006321,0.627155470215912,1.53839198849332,1.46250936319481,1.38455503524282,1.30179087826671,1.21056564231722,1.1079065011513,,2.85%,,,1.68%
29,8.63976469181895E-12,6.8952923318888E-11,5.5568375659152E-10,4.5182841139897E-09,3.6320910780261E-08,2.70727062237918E-07,8.01964772932567E-12,6.42848057466708E-11,5.20272345504357E-10,4.253438351367E-09,3.43556588242267E-08,2.58488554319901E-07,0.188528769667719,0.267023654272567,0.347307639867491,0.431733199027864,0.523919955813198,0.625229185016476,1.53963630363793,1.4637537530131,1.3858704891739,1.30322420152099,1.21219919711893,1.10991912149662,,2.66%,,,1.48%
28,8.31238364679032E-12,6.64027426655438E-11,5.35068816965346E-10,4.34806169543942E-09,3.49126592547461E-08,2.60039488039498E-07,7.71785976832325E-12,6.19088074207638E-11,5.00820080641462E-10,4.09276953064369E-09,3.30209953891474E-08,2.48198228790107E-07,0.187082181895236,0.265594048235988,0.345829200969402,0.430127417406336,0.522066201129506,0.623010481411986,1.54103965920698,1.46515065994184,1.38730921584235,1.30480440990432,1.21403429927607,1.11223646091233,,2.20%,,,0.85%
27,8.04441053468945E-12,6.41888696217286E-11,5.17212397633782E-10,4.20475720684288E-09,3.37946124159303E-08,2.5210910884373E-07,7.46714475632435E-12,5.98373160196476E-11,4.84097835923431E-10,3.95751932288266E-09,3.19614161763912E-08,2.40556117640035E-07,0.185847204960046,0.264301660649858,0.34450332027644,0.428728312068109,0.520543732456325,0.621311873079237,1.54222044433799,1.46638094382956,1.38858892798592,1.30618100712566,1.21554125371339,1.11400735051527,,2.42%,,,1.26%
26,7.72265174779843E-12,6.16511092064443E-11,4.96657593288526E-10,4.03451686556105E-09,3.23862025340855E-08,2.4141698393502E-07,7.16689920945844E-12,5.74615892116834E-11,4.64847608227901E-10,3.79686387718948E-09,3.06269615660453E-08,2.30259374662422E-07,0.184305669495964,0.262771166205359,0.342923278452751,0.427005761011805,0.518557040204717,0.618945732116341,1.54372038455692,1.46789127065575,1.39013779309564,1.30787552631133,1.21750709234997,1.11646823186639,,1.99%,,,0.57%
25,7.42176743883417E-12,5.92353618230712E-11,4.77100622969451E-10,3.87461573112123E-09,3.10878199387812E-08,2.31829937061826E-07,6.8874355011954E-12,5.52067682235278E-11,4.46527346838549E-10,3.64598047732464E-09,2.93966869359689E-08,2.21047619301814E-07,0.182814720896259,0.261253949162675,0.341357015893123,0.425323327218251,0.516652266147606,0.616744164894047,1.54514736260044,1.46933323382508,1.39166642784572,1.30953026079169,1.21939183000546,1.1187538625107,,1.79%,,,0.29%
24,7.0990996068799E-12,5.66830903588364E-11,4.56406987077686E-10,3.70435128742898E-09,2.96792220921391E-08,2.21136823066901E-07,6.58718919276646E-12,5.28315696612144E-11,4.27185110376137E-10,3.48533506794226E-09,2.8062269166831E-08,2.10757524313827E-07,0.181140422790893,0.259582864250844,0.339631683338175,0.42345721336862,0.514499314379118,0.614191416708409,1.54679166536745,1.4709661334208,1.39333741036711,1.31136527493294,1.22152152160705,1.12139980004114,,1.28%,,,-0.51%
23,6.87926956323158E-12,5.48259118337703E-11,4.41821212500085E-10,3.59342513572741E-09,2.89141807821902E-08,2.1597006748213E-07,6.38224194106128E-12,5.10928079280618E-11,4.1344237789365E-10,3.38068533738687E-09,2.73374622574106E-08,2.05793259767687E-07,0.179955301600196,0.258313938800376,0.338362250315402,0.422196763142589,0.513289399742619,0.612918466068695,1.54791508436447,1.47218719353322,1.39456967677865,1.31260449394924,1.22271839494206,1.12271552308447,,2.20%,,,1.21%
22,6.58580683027859E-12,5.22871882372101E-11,4.21124772671905E-10,3.42313496969094E-09,2.7505418821901E-08,2.05275352796819E-07,6.09814395176352E-12,4.87266826828723E-11,3.94102294330851E-10,3.22005076990046E-09,2.60030897273243E-08,1.95525501575369E-07,0.178315290633699,0.256517780835419,0.336498743561269,0.420187333444575,0.510980506307581,0.610195037829849,1.54958190423613,1.47393240818702,1.39637887433368,1.31457963873661,1.22500178554589,1.12552828945432,,2.10%,,,0.39%
21,6.25528925991788E-12,4.98584564223997E-11,4.01577043609426E-10,3.26319012759252E-09,2.62067197195259E-08,1.95686227428604E-07,5.80372149278495E-12,4.64630632406428E-11,3.75784829584679E-10,3.06919502553153E-09,2.47728938928409E-08,1.86328391026155E-07,0.176386197073052,0.254715970426522,0.334652586419919,0.41821076437074,0.508751288454578,0.607643203620346,1.5513798388224,1.47568054470285,1.39818091832934,1.31652199507338,1.22720641360044,1.12815496462298,,1.41%,,,0.05%
20,5.93210792995283E-12,4.73205353884436E-11,3.81015251679006E-10,3.09287065218991E-09,2.47977469453989E-08,1.84989973253856E-07,5.5019256104082E-12,4.40873449346139E-11,3.56445691698735E-10,2.90857483085511E-09,2.34385742545511E-08,1.76065871442328E-07,0.17438966249632,0.252729384627596,0.332605024082717,0.416001136045023,0.506212086293984,0.60466103235877,1.55330843127968,1.47760288640329,1.40017346673919,1.31869282389333,1.22971688828347,1.13122060107035,,0.76%,,,-0.92%
19,5.64035437382392E-12,4.50965746698475E-11,3.63153837805741E-10,2.94948531715365E-09,2.36791551630672E-08,1.7705611464987E-07,5.23785247767567E-12,4.20159994785163E-11,3.39713647493388E-10,2.77337254908594E-09,2.23792258095502E-08,1.68480230494455E-07,0.172488258114685,0.25090849278121,0.330743560912905,0.414048464880467,0.50409762936313,0.602347193007716,1.55508777245738,1.47935591323696,1.40197488029546,1.32061071533689,1.23180741481301,1.13358721085763,,0.60%,,,-0.42%
18,5.39429324619556E-12,4.25559979763142E-11,3.42537923754587E-10,2.77913333349269E-09,2.2269948773389E-08,1.6635847015133E-07,4.98223240202624E-12,3.96403504391542E-11,3.20375534651043E-10,2.61277103487169E-09,2.10448771011021E-08,1.58218180622142E-07,0.170798608372448,0.248707106257844,0.328476090944378,0.411606445620966,0.501295829255417,0.599074621693991,1.55689416210179,1.48149318977502,1.4041871720969,1.32300848832983,1.23457699186785,1.13694024070172,,1.26%,,,-1.54%
17,5.0400119385517E-12,4.01403355878585E-11,3.22996599873866E-10,2.61912961327649E-09,2.09708157328462E-08,1.5676664563711E-07,4.67149310257459E-12,3.73861792607507E-11,3.0206045010453E-10,2.46194876304951E-09,1.98148333228514E-08,1.49039185084115E-07,0.16825959079273,0.246493307142032,0.326201026243496,0.409178059033474,0.498560948087619,0.595974218350642,1.55922814251462,1.48363398188479,1.40639808109811,1.32539214430148,1.23728021180803,1.14010384346261,,-0.12%,,,-2.08%
16,4.72542999047644E-12,3.75943636083051E-11,3.02372214084079E-10,2.44874355999388E-09,1.95613309684144E-08,1.46067237238291E-07,4.37637792584117E-12,3.5010564266188E-11,2.82724548972921E-10,2.301368495849E-09,1.84804658419196E-08,1.38807291440551E-07,0.165845219634953,0.244011916584258,0.323648483871391,0.406429953035237,0.4954071864344,0.592305665225836,1.56157032902219,1.48603343352526,1.40887265051713,1.3280887102814,1.24039707420392,1.14383801957276,,-0.85%,,,-3.47%
15,4.58398052981513E-12,3.64293795820531E-11,2.94114853825344E-10,2.40541790706661E-09,1.95100208878346E-08,1.45205026604492E-07,4.24745580912754E-12,3.39236515138584E-11,2.75047834132821E-10,2.26054171438138E-09,1.84318518945627E-08,1.37991414317811E-07,0.16469278917747,0.242820229866616,0.322589423938395,0.405701826197138,0.49528838584573,0.591999484897846,1.56267414336311,1.487185686439,1.40991134599827,1.32880300768951,1.240514577722,1.1441460880407,,2.15%,,,2.04%
14,4.27397083718582E-12,3.38845471361208E-11,2.73516518615069E-10,2.23500598270375E-09,1.81003772505971E-08,1.34504665678402E-07,3.95420084656448E-12,3.15479115318664E-11,2.55712659487018E-10,2.09997655464786E-09,1.70974840182898E-08,1.27761533139221E-07,0.162064784013402,0.240080167886078,0.319775360157451,0.402709779810332,0.491903880087586,0.588054944892583,1.5652663091401,1.48983741596074,1.41263934499347,1.33173754634595,1.24385911723514,1.14815173561321,,1.61%,,,0.86%
13,3.98529003378977E-12,3.14624089905272E-11,2.53940696308499E-10,2.0749423670578E-09,1.68008221575704E-08,1.2491047997698E-07,3.68261891335782E-12,2.92936829442104E-11,2.37399707478803E-10,1.94919280845771E-09,1.58674066355805E-08,1.18607712395797E-07,0.159429370771739,0.23727859265052,0.316913724285877,0.399692011951869,0.48855609511539,0.584266048122481,1.56784372526781,1.49252757491337,1.41539594593207,1.33469613783222,1.24716717384762,1.1519846112069,,1.52%,,,0.36%
12,3.66512112925089E-12,2.89193931711122E-11,2.33341404339766E-10,1.90448197532088E-09,1.53908036058356E-08,1.14208015475858E-07,3.38644000372821E-12,2.69183028076654E-11,2.18067902008196E-10,1.78865578717787E-09,1.45330334508136E-08,1.0839520340373E-07,0.156269866503419,0.234086853342002,0.313646160087306,0.396220590586608,0.484635717201307,0.579710466459252,1.57087984227408,1.49562904834688,1.41859092398703,1.33809791832589,1.2510402929056,1.1565851478684,,0.57%,,,-1.20%
11,3.36634343357652E-12,2.66952236264964E-11,2.15455541909013E-10,1.76097008113767E-09,1.42713605432305E-08,1.06269595055561E-07,3.11638777096978E-12,2.48469066980146E-11,2.01347908802196E-10,1.6535311928197E-09,1.34738196901244E-08,1.00825719631262E-07,0.153094682084069,0.231068323959482,0.310581972332088,0.393056869948001,0.481274153739448,0.576070001603197,1.57388308241957,1.49854813675484,1.42156359575571,1.34119676372789,1.25436079263387,1.16025276517456,,0.07%,,,-0.39%
10,3.10626660321266E-12,2.41503064162401E-11,1.94829578234041E-10,1.59046221498821E-09,1.28609492669823E-08,9.55649732141789E-08,2.85767653898127E-12,2.24713332886857E-11,1.8201007706E-10,1.49302377329904E-09,1.21393208838955E-08,9.06296914576137E-08,0.150029660512863,0.227276733838154,0.306706515682494,0.388956666334433,0.476665531536913,0.570741209496522,1.57703337667666,1.50221158586727,1.42532505593966,1.34521107987249,1.25891300299895,1.16560641324724,,0.73%,,,-2.33%
9,2.76022869150026E-12,2.17324482857883E-11,1.75268701769389E-10,1.43029766962861E-09,1.15606210869486E-08,8.59665977982179E-08,2.54821344397082E-12,2.02173363825888E-11,1.63701575088522E-10,1.3423005464199E-09,1.09092636139852E-08,8.14947678501859E-08,0.145626364314122,0.223293083067128,0.302643546170792,0.384697478137784,0.471972637428664,0.565470024343425,1.58115609946547,1.50606164024674,1.42926606888082,1.3493786549452,1.26354731592687,1.17088826373833,,-1.56%,,,-3.42%
8,2.4370350221434E-12,1.9186349800404E-11,1.54609643881004E-10,1.25972378167808E-09,1.01496968374584E-08,7.52589208419304E-08,2.24620430826699E-12,1.7845485195327E-11,1.44373084441725E-10,1.18183640928407E-09,9.57487785190802E-09,7.1312542204082E-08,0.140959839933461,0.218592578184944,0.297836400375834,0.37961992082133,0.466279446247936,0.558901117926689,1.58572673883826,1.51060388310762,1.43392766974616,1.35434387795449,1.26916796354526,1.17745324125187,,-3.53%,,,-6.32%
7,2.18809688166118E-12,1.73116887545303E-11,1.39902453627473E-10,1.14855608131709E-09,9.38333702462503E-09,7.00861416387954E-08,2.01814865796372E-12,1.61027577657525E-11,1.30640177400351E-10,1.07731364056247E-09,8.85020327974903E-09,6.63960196373528E-08,0.136916082085489,0.214723166996538,0.294014787543897,0.375938828324824,0.462864980873302,0.555409217459468,1.5895766163595,1.51434258957579,1.43763197313217,1.3579415928039,1.27253820289223,1.1809367182569,,-2.49%,,,-1.48%
6,1.91834367519505E-12,1.47679865731701E-11,1.19292445528615E-10,9.77967909165375E-10,7.97188801914064E-09,5.93767958670634E-08,1.75524276605748E-12,1.37273885781894E-11,1.11313285259442E-10,9.16890964860697E-10,7.51588320702758E-09,5.62241677323038E-08,0.131970242809453,0.208721592776341,0.287912132088664,0.369552452371616,0.455820730076602,0.547341405079773,1.59462593454567,1.52012566345788,1.44353986896657,1.36418014452126,1.27948864417481,1.18896919359579,,-2.29%,,,-4.81%
5,1.62899826365482E-12,1.23478701192796E-11,9.96809428732594E-11,8.17633057633184E-10,6.6704308102088E-09,4.9771207867146E-08,1.4834056723034E-12,1.14732836058046E-11,9.30089324134421E-11,7.66254119400202E-10,6.28598211571667E-09,4.71129163867538E-08,0.125808539213194,0.201978761755311,0.281059644152783,0.362472956264038,0.448186639269709,0.53884976132079,1.60070632332115,1.52665233504208,1.45015945489998,1.37108779477062,1.28701690850535,1.19739943185745,,-3.25%,,,-7.17%
4,1.3642095893174E-12,9.81126255147119E-12,7.89909057635227E-11,6.46687404794837E-10,5.25806599314994E-09,3.90552334105209E-08,1.22545019831355E-12,9.10547917877779E-12,7.36849031224654E-11,6.05891896924746E-10,4.95188631887028E-09,3.69474768412367E-08,0.119123520980659,0.193313000363797,0.272202851398683,0.353258055235132,0.438101343648633,0.527334127050341,1.60763046353079,1.53502687993124,1.45875062550114,1.38007164566363,1.29695457374886,1.20881834686634,,-2.75%,,,-13.82%
3,1.0685600498625E-12,7.58361502565179E-12,6.11102249555024E-11,5.0300045292292E-10,4.13641373695744E-09,3.11051313848249E-08,9.52467847504676E-13,7.03266217185445E-12,5.69677546324681E-11,4.7067182348281E-10,3.89302876425862E-09,2.94153807891004E-08,0.1098694238261,0.183624322759478,0.262440580998813,0.343421154488666,0.428044941825547,0.516678150739601,1.61670142680515,1.54440215659054,1.468201668412,1.38965049853803,1.30685322297034,1.21936264332063,,-4.94%,,,-14.33%
2,8.84372394131271E-13,5.12630963977963E-12,4.04218538783036E-11,3.32159519602967E-10,2.72268347875849E-09,2.03806412251803E-08,7.60970299430605E-13,4.71217015083429E-12,3.76433088673773E-11,3.10715367415548E-10,2.55956141930866E-09,1.92575335312592E-08,0.102771650205376,0.168846602341046,0.246758018862865,0.327284519878908,0.410765412850716,0.497265457368564,1.62485772472816,1.55891924370084,1.48338339242016,1.40533738950333,1.32383405503477,1.23855724395331,,4.90%,,,-30.86%
1,6.5679066835585E-13,2.6868141171285E-12,2.0794504534514E-11,1.71450217413321E-10,1.41835174376831E-09,1.07580361545947E-08,5.28016128202691E-13,2.45668453467379E-12,1.93429616742962E-11,1.6017382146081E-10,1.33105905383155E-09,1.01501876691854E-08,0.091567022436585,0.14440540219176,0.221627795137784,0.301809497596981,0.384361526238478,0.468820473332957,1.63783409358958,1.58258529917652,1.50765578555698,1.4300652899774,1.34970732802284,1.26665948108628,,14.64%,,,-65.28%
0,4.93611091949074E-13,9.3507319944443E-13,1.0612980821539E-12,1.07807347201082E-12,1.08015672244132E-12,1.08055187422052E-12,3.72785977985348E-13,6.59054536396479E-13,7.47033168865763E-13,7.58772558847454E-13,7.60304196689324E-13,7.60666424329727E-13,0.080821808854141,0.104439025410553,0.109064851760418,0.109636164656365,0.109706714928839,0.109720421490988,1.65016438965701,1.62974710381306,1.62533430039575,1.62478765367237,1.62471681875102,1.62469992753646,,43.21%,,,-822653.36%
